review_id,user_id,movie_id,rating,review_date,device_type,is_verified_watch,helpful_votes,total_votes,review_text,sentiment,sentiment_score
review_000071,user_03021,movie_0506,2,2025-05-21,Laptop,True,5.0,6.0,Slow paced and boring.,negative,
review_000072,user_03964,movie_0453,3,2024-03-17,Mobile,True,0.0,8.0,Not bad but not great either.,neutral,0.6
review_000073,user_00173,movie_0403,4,2025-11-09,Tablet,True,6.0,7.0,Amazing show! Couldn't stop watching.,positive,0.744
review_000074,user_07479,movie_0560,5,2025-02-15,Mobile,True,5.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.955
review_000075,user_00481,movie_0196,3,2025-09-20,Tablet,True,2.0,6.0,Average movie. Some good moments.,neutral,0.409
review_000076,user_09264,movie_0249,4,2025-12-01,Tablet,True,4.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.85
review_000077,user_02997,movie_0796,4,2025-12-14,Laptop,True,8.0,8.0,Fantastic cinematography and plot twists.,positive,0.73
review_000078,user_08701,movie_0135,4,2024-09-02,Smart TV,True,2.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.752
review_000079,user_03228,movie_0742,5,2025-11-06,Mobile,True,3.0,6.0,Brilliant performance by the cast. Must watch!,positive,
review_000080,user_09445,movie_0370,3,2024-01-26,Tablet,True,3.0,5.0,Okay for a one-time watch.,neutral,0.444
review_000081,user_08058,movie_0744,3,2025-03-04,Laptop,False,6.0,6.0,Could have been better.,neutral,0.436
review_000082,user_09883,movie_0974,5,2024-10-21,Laptop,True,4.0,6.0,Fantastic cinematography and plot twists.,positive,0.756
review_000083,user_09933,movie_0799,5,2024-05-03,Mobile,True,4.0,7.0,Perfect blend of drama and action.,positive,0.877
review_000084,user_07218,movie_0585,4,2024-03-10,Laptop,True,2.0,5.0,This series is a masterpiece!,positive,0.697
review_000085,user_04915,movie_0269,3,2024-10-09,Tablet,False,1.0,6.0,Decent watch but forgettable.,neutral,0.529
review_000086,user_01912,movie_0886,4,2024-01-04,Laptop,True,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.642
review_000087,user_07073,movie_0099,3,2024-04-13,Laptop,True,4.0,4.0,It was okay. Nothing special.,neutral,0.406
review_000088,user_07421,movie_0838,1,2025-05-16,Mobile,True,1.0,8.0,Waste of time. Poor character development.,negative,0.054
review_000089,user_07105,movie_0452,3,2025-08-20,Smart TV,True,3.0,9.0,Has its moments but overall average.,neutral,0.573
review_000090,user_01949,movie_0477,3,2025-08-02,Mobile,True,3.0,4.0,It's fine for background watching.,neutral,0.544
review_000091,user_06275,movie_0515,3,2025-08-25,Smart TV,False,2.0,6.0,Decent watch but forgettable.,neutral,0.51
review_000092,user_04691,movie_0863,3,2024-04-18,Smart TV,False,,,Not bad but not great either.,neutral,0.553
review_000093,user_02294,movie_0754,3,2024-04-15,Smart TV,True,5.0,7.0,Decent watch but forgettable.,neutral,0.509
review_000094,user_08929,movie_0893,4,2024-09-27,Tablet,True,,,Brilliant performance by the cast. Must watch!,positive,0.682
review_000095,user_04609,movie_0069,5,2024-02-23,Laptop,True,3.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.995
review_000096,user_05543,movie_0227,4,2024-07-28,Tablet,True,1.0,5.0,This series is a masterpiece!,positive,0.852
review_000097,user_08873,movie_0185,3,2024-05-30,Tablet,True,5.0,5.0,Could have been better.,neutral,0.5
review_000098,user_08206,movie_0831,5,2025-05-29,Smart TV,True,4.0,6.0,,positive,0.774
review_000099,user_04975,movie_0269,4,2024-03-21,Laptop,False,,,Outstanding direction and screenplay.,positive,0.714
review_000100,user_07998,movie_0317,4,2025-08-13,Tablet,True,0.0,2.0,Brilliant performance by the cast. Must watch!,positive,0.969
review_000101,user_07622,movie_0840,5,2025-11-11,Smart TV,False,4.0,4.0,Perfect blend of drama and action.,positive,0.751
review_000102,user_01429,movie_0933,5,2025-11-08,Mobile,False,1.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.763
review_000103,user_07383,movie_0891,4,2025-12-10,Laptop,True,3.0,3.0,This movie exceeded my expectations.,positive,0.899
review_000104,user_03875,movie_0576,3,2025-04-18,Smart TV,True,1.0,3.0,Okay for a one-time watch.,neutral,
review_000105,user_00760,movie_0758,4,2025-04-22,Smart TV,True,0.0,8.0,Fantastic cinematography and plot twists.,positive,0.629
review_000106,user_07528,movie_0879,3,2024-04-07,Tablet,True,4.0,10.0,Mixed feelings about this one.,neutral,0.549
review_000107,user_06798,movie_0080,3,2024-02-14,Mobile,True,6.0,6.0,Average movie. Some good moments.,neutral,0.521
review_000108,user_02404,movie_0135,1,2024-07-17,Tablet,True,2.0,7.0,,negative,0.012
review_000109,user_09239,movie_0524,4,2025-12-11,Mobile,True,,,Perfect blend of drama and action.,positive,0.958
review_000110,user_03411,movie_0372,4,2024-05-08,Tablet,True,1.0,3.0,Outstanding direction and screenplay.,positive,0.615
review_000111,user_06444,movie_0842,3,2024-08-21,Smart TV,True,3.0,8.0,Okay for a one-time watch.,neutral,0.563
review_000112,user_06705,movie_0820,4,2024-05-20,Smart TV,True,1.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.783
review_000113,user_02497,movie_0421,2,2024-04-19,Laptop,True,3.0,6.0,Not worth the time. Very predictable.,negative,0.128
review_000114,user_02664,movie_0806,3,2025-01-12,Smart TV,True,3.0,3.0,Not bad but not great either.,neutral,0.583
review_000115,user_01457,movie_0630,4,2025-01-31,Smart TV,True,3.0,7.0,Amazing show! Couldn't stop watching.,positive,0.653
review_000116,user_04065,movie_0666,5,2025-02-05,Tablet,True,6.0,6.0,Outstanding direction and screenplay.,positive,0.756
review_000117,user_06724,movie_0034,5,2025-10-11,Mobile,True,,,Fantastic cinematography and plot twists.,positive,0.726
review_000118,user_00828,movie_0628,5,2025-11-04,Laptop,True,2.0,10.0,Fantastic cinematography and plot twists.,positive,0.852
review_000119,user_07441,movie_0202,5,2024-01-02,Tablet,True,5.0,5.0,This series is a masterpiece!,positive,0.77
review_000120,user_07651,movie_0959,5,2025-11-13,Tablet,True,,,Brilliant performance by the cast. Must watch!,positive,0.694
review_000121,user_06510,movie_0642,4,2025-05-24,Tablet,False,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.923
review_000122,user_06401,movie_0898,4,2025-05-10,Tablet,True,3.0,3.0,Fantastic cinematography and plot twists.,positive,0.859
review_000123,user_04570,movie_0839,5,2024-10-11,Tablet,True,3.0,9.0,Outstanding direction and screenplay.,positive,0.837
review_000124,user_00236,movie_0946,2,2025-07-31,Mobile,False,1.0,8.0,Waste of time. Poor character development.,negative,0.277
review_000125,user_00111,movie_0725,4,2024-03-26,Mobile,True,2.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.711
review_000126,user_03861,movie_0923,4,2025-02-01,Tablet,True,2.0,10.0,This series is a masterpiece!,positive,0.737
review_000127,user_02135,movie_0853,4,2024-08-29,Smart TV,True,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.97
review_000128,user_06065,movie_0199,2,2024-12-17,Laptop,True,1.0,9.0,Not my cup of tea. Too violent.,negative,0.073
review_000129,user_01987,movie_0499,5,2025-05-29,Laptop,True,3.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.695
review_000130,user_06151,movie_0405,5,2024-12-13,Smart TV,True,1.0,2.0,Brilliant performance by the cast. Must watch!,positive,0.704
review_000131,user_02744,movie_0149,5,2024-08-16,Mobile,True,4.0,4.0,This movie exceeded my expectations.,positive,
review_000132,user_03633,movie_0337,5,2025-03-09,Smart TV,True,4.0,8.0,Incredible story telling. Kept me engaged throughout.,positive,0.682
review_000133,user_06459,movie_0413,2,2025-08-13,Tablet,True,1.0,5.0,Not my cup of tea. Too violent.,negative,
review_000134,user_01126,movie_0985,3,2025-11-09,Laptop,False,3.0,3.0,Okay for a one-time watch.,neutral,
review_000135,user_01649,movie_0396,3,2025-06-23,Tablet,True,2.0,7.0,Could have been better.,neutral,0.466
review_000136,user_05813,movie_0424,4,2025-05-01,Smart TV,True,4.0,6.0,This movie exceeded my expectations.,positive,0.633
review_000137,user_07976,movie_0212,2,2024-03-13,Smart TV,True,3.0,3.0,Terrible script and direction.,negative,0.077
review_000138,user_09403,movie_0025,2,2025-11-01,Smart TV,True,7.0,7.0,Waste of time. Poor character development.,negative,0.253
review_000139,user_04098,movie_0173,3,2024-05-10,Laptop,False,0.0,4.0,Not bad but not great either.,neutral,0.448
review_000140,user_06736,movie_0811,3,2025-03-24,Smart TV,True,5.0,8.0,Has its moments but overall average.,neutral,0.406
review_000141,user_06083,movie_0305,3,2025-12-12,Smart TV,True,3.0,3.0,Average movie. Some good moments.,neutral,0.477
review_000142,user_01937,movie_0536,3,2025-08-09,Smart TV,True,3.0,4.0,It's fine for background watching.,neutral,0.455
review_000143,user_05093,movie_0395,3,2024-09-16,Smart TV,True,3.0,6.0,,neutral,0.52
review_000144,user_06685,movie_0622,4,2024-06-23,Smart TV,True,1.0,5.0,Fantastic cinematography and plot twists.,positive,0.834
review_000145,user_07884,movie_0047,5,2025-06-03,Smart TV,True,3.0,7.0,This movie exceeded my expectations.,positive,0.873
review_000146,user_05402,movie_0896,3,2025-08-26,Tablet,True,4.0,6.0,Not bad but not great either.,neutral,
review_000147,user_00456,movie_0465,3,2024-10-08,Tablet,True,,,Mixed feelings about this one.,neutral,0.474
review_000148,user_09136,movie_0950,4,2024-01-19,Mobile,True,3.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.695
review_000149,user_07586,movie_0336,5,2024-09-16,Laptop,True,1.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.847
review_000150,user_04022,movie_0604,3,2024-09-15,Laptop,True,,,Okay for a one-time watch.,neutral,0.437
review_000151,user_01423,movie_0276,2,2025-07-10,Smart TV,True,4.0,4.0,Not my cup of tea. Too violent.,negative,0.259
review_000152,user_02285,movie_0891,5,2025-03-28,Tablet,True,1.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.737
review_000153,user_03696,movie_0596,3,2024-05-16,Laptop,True,2.0,8.0,Mixed feelings about this one.,neutral,0.566
review_000154,user_05713,movie_0822,4,2024-02-18,Tablet,True,,,Brilliant performance by the cast. Must watch!,positive,0.886
review_000155,user_02777,movie_0157,4,2024-03-29,Tablet,True,3.0,3.0,One of the best series I've ever watched. Highly recommend!,positive,0.872
review_000156,user_05872,movie_0702,1,2025-08-08,Tablet,True,5.0,5.0,Waste of time. Poor character development.,negative,0.201
review_000157,user_00392,movie_0127,1,2025-07-31,Smart TV,False,2.0,4.0,Confusing plot. Hard to follow.,negative,0.103
review_000158,user_06474,movie_0860,3,2025-10-20,Mobile,True,3.0,7.0,Has its moments but overall average.,neutral,0.582
review_000159,user_03281,movie_0377,3,2024-02-02,Smart TV,False,3.0,5.0,Watchable but predictable.,neutral,0.53
review_000160,user_06977,movie_0215,4,2025-06-21,Laptop,False,1.0,3.0,This series is a masterpiece!,positive,0.857
review_000161,user_00668,movie_0968,3,2025-10-06,Mobile,True,,,Not bad but not great either.,neutral,0.561
review_000162,user_09831,movie_0805,4,2024-11-09,Tablet,False,2.0,6.0,Fantastic cinematography and plot twists.,positive,0.603
review_000163,user_08314,movie_0373,5,2024-11-12,Laptop,True,4.0,6.0,This movie exceeded my expectations.,positive,0.991
review_000164,user_00268,movie_0770,5,2025-02-11,Mobile,True,7.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.67
review_000165,user_07850,movie_0611,3,2025-04-13,Mobile,True,5.0,5.0,Okay for a one-time watch.,neutral,0.472
review_000166,user_07728,movie_0666,4,2024-12-19,Laptop,True,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.838
review_000167,user_01955,movie_0932,5,2025-04-26,Laptop,False,4.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.692
review_000168,user_03911,movie_0722,3,2025-06-11,Mobile,True,2.0,6.0,Decent watch but forgettable.,neutral,0.492
review_000169,user_09709,movie_0835,5,2024-01-26,Laptop,True,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.845
review_000170,user_05545,movie_0263,2,2024-11-23,Tablet,True,3.0,9.0,Overhyped. Didn't live up to expectations.,negative,0.172
review_000171,user_00475,movie_0461,4,2025-12-02,Smart TV,True,4.0,4.0,This series is a masterpiece!,positive,0.938
review_000172,user_04889,movie_0273,3,2024-11-21,Mobile,False,,,Watchable but predictable.,neutral,0.546
review_000173,user_06663,movie_0393,2,2025-09-13,Tablet,True,1.0,5.0,Confusing plot. Hard to follow.,negative,
review_000174,user_02462,movie_0888,4,2024-04-29,Laptop,True,,,Fantastic cinematography and plot twists.,positive,0.889
review_000175,user_08623,movie_0777,4,2024-05-13,Mobile,False,6.0,8.0,Amazing show! Couldn't stop watching.,positive,
review_000176,user_06815,movie_0893,3,2025-03-30,Smart TV,True,2.0,2.0,Decent watch but forgettable.,neutral,0.556
review_000177,user_08507,movie_0622,4,2024-06-16,Tablet,True,5.0,5.0,,positive,0.956
review_000178,user_01862,movie_0154,3,2024-09-30,Mobile,True,3.0,7.0,Average movie. Some good moments.,neutral,0.428
review_000179,user_01053,movie_0898,4,2024-02-22,Tablet,True,0.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,
review_000180,user_01389,movie_0108,3,2025-08-31,Laptop,True,8.0,9.0,Watchable but predictable.,neutral,0.539
review_000181,user_01854,movie_0657,3,2024-11-16,Mobile,True,1.0,4.0,It was okay. Nothing special.,neutral,0.59
review_000182,user_02813,movie_0447,5,2024-04-18,Mobile,True,2.0,4.0,This series is a masterpiece!,positive,0.979
review_000183,user_05712,movie_0405,5,2024-05-07,Smart TV,True,3.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,
review_000184,user_00302,movie_0403,3,2024-07-20,Mobile,True,2.0,3.0,Has its moments but overall average.,neutral,0.433
review_000185,user_09643,movie_0109,3,2024-10-01,Tablet,True,,,It's fine for background watching.,neutral,0.6
review_000186,user_01712,movie_0032,3,2025-04-15,Tablet,False,1.0,7.0,Watchable but predictable.,neutral,0.55
review_000187,user_05848,movie_0584,5,2024-10-23,Tablet,True,3.0,10.0,Brilliant performance by the cast. Must watch!,positive,0.88
review_000188,user_03627,movie_0678,4,2024-04-16,Tablet,True,2.0,8.0,This series is a masterpiece!,positive,0.763
review_000189,user_06466,movie_0820,2,2024-04-21,Smart TV,True,5.0,5.0,Disappointing. Expected much more.,negative,0.156
review_000190,user_06417,movie_0591,4,2024-02-13,Tablet,False,,,Fantastic cinematography and plot twists.,positive,0.839
review_000191,user_01879,movie_0487,4,2025-07-17,Laptop,True,1.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.894
review_000192,user_00170,movie_0835,1,2025-02-28,Mobile,True,2.0,4.0,Poor acting and weak plot.,negative,0.319
review_000193,user_01413,movie_0619,5,2025-12-25,Smart TV,False,4.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.839
review_000194,user_02654,movie_0023,2,2025-01-21,Tablet,True,6.0,6.0,Not my cup of tea. Too violent.,negative,0.341
review_000195,user_04233,movie_0462,3,2024-04-15,Smart TV,True,4.0,7.0,Could have been better.,neutral,0.498
review_000196,user_02064,movie_0972,4,2025-07-12,Laptop,True,5.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.97
review_000197,user_01626,movie_0174,3,2025-03-25,Laptop,True,4.0,6.0,Mixed feelings about this one.,neutral,0.464
review_000198,user_03654,movie_0422,2,2024-12-21,Tablet,True,1.0,7.0,Slow paced and boring.,negative,0.382
review_000199,user_01605,movie_0729,4,2025-12-21,Tablet,True,3.0,5.0,This series is a masterpiece!,positive,0.725
review_000200,user_04288,movie_0775,3,2024-10-26,Tablet,True,2.0,2.0,Watchable but predictable.,neutral,0.483
review_000201,user_01565,movie_0900,4,2024-01-05,Tablet,True,4.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.983
review_000202,user_00634,movie_0009,2,2025-03-10,Smart TV,False,2.0,4.0,Poor acting and weak plot.,negative,0.091
review_000203,user_06265,movie_0823,2,2024-07-04,Mobile,True,1.0,7.0,Slow paced and boring.,negative,0.075
review_000204,user_04235,movie_0469,5,2024-03-19,Mobile,True,,,Incredible story telling. Kept me engaged throughout.,positive,0.932
review_000205,user_04406,movie_0106,4,2024-09-17,Mobile,True,,,Amazing show! Couldn't stop watching.,positive,0.856
review_000206,user_02714,movie_0938,5,2024-07-02,Tablet,False,6.0,6.0,Perfect blend of drama and action.,positive,0.912
review_000207,user_01990,movie_0012,4,2025-05-29,Laptop,True,2.0,3.0,Perfect blend of drama and action.,positive,0.776
review_000208,user_02054,movie_0060,1,2024-04-03,Laptop,True,3.0,5.0,Disappointing. Expected much more.,negative,0.336
review_000209,user_02805,movie_0643,2,2024-06-23,Mobile,False,5.0,5.0,,negative,
review_000210,user_08212,movie_0497,5,2024-07-30,Smart TV,True,3.0,5.0,This series is a masterpiece!,positive,0.816
review_000211,user_07757,movie_0797,5,2025-11-26,Tablet,True,3.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.87
review_000212,user_02620,movie_0922,4,2024-07-06,Smart TV,True,0.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.81
review_000213,user_06462,movie_0236,3,2024-09-23,Mobile,True,3.0,5.0,,neutral,0.538
review_000214,user_03872,movie_0468,4,2024-04-26,Smart TV,True,1.0,4.0,Amazing show! Couldn't stop watching.,positive,0.625
review_000215,user_02136,movie_0514,3,2025-08-27,Mobile,True,0.0,6.0,It was okay. Nothing special.,neutral,
review_000216,user_02419,movie_0666,3,2024-11-25,Smart TV,True,6.0,6.0,It's fine for background watching.,neutral,0.553
review_000217,user_05568,movie_0326,5,2024-08-19,Tablet,False,,,Absolutely loved this movie. Great acting and storyline.,positive,0.839
review_000218,user_09710,movie_0435,5,2024-12-10,Tablet,True,1.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.728
review_000219,user_05200,movie_0129,3,2024-08-22,Laptop,True,4.0,5.0,Decent watch but forgettable.,neutral,0.548
review_000220,user_02422,movie_0614,2,2025-05-30,Laptop,True,5.0,5.0,Confusing plot. Hard to follow.,negative,0.293
review_000221,user_08134,movie_0914,5,2025-05-17,Tablet,True,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.958
review_000222,user_05851,movie_0176,5,2024-08-01,Mobile,True,,,Outstanding direction and screenplay.,positive,0.997
review_000223,user_04092,movie_0096,4,2025-12-22,Tablet,False,2.0,6.0,Fantastic cinematography and plot twists.,positive,0.774
review_000224,user_04104,movie_0015,1,2024-07-11,Laptop,True,2.0,8.0,Not worth the time. Very predictable.,negative,
review_000225,user_09009,movie_0759,3,2024-09-18,Laptop,False,1.0,8.0,Mixed feelings about this one.,neutral,
review_000226,user_09367,movie_0468,4,2025-10-30,Laptop,True,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.702
review_000227,user_06286,movie_0345,4,2024-01-16,Mobile,True,2.0,5.0,This series is a masterpiece!,positive,0.884
review_000228,user_02089,movie_0992,4,2024-03-02,Smart TV,True,1.0,5.0,This series is a masterpiece!,positive,0.769
review_000229,user_09688,movie_0696,5,2024-02-20,Mobile,True,,,This movie exceeded my expectations.,positive,0.8
review_000230,user_09661,movie_0758,2,2025-08-10,Mobile,True,2.0,4.0,Not my cup of tea. Too violent.,negative,0.329
